,0a) Mitglied im DVE,1a) Alter,1b) Berufserfahrung,1c) Geschlecht,1d) Arbeitsort,1e) Höchster Berufsabschluss,2a) Status Hauptarbeitsverhältnis,2b) Grund für Teilzeit- oder geringfügige Beschäftigung,2c) Beschäftigung in einer Zeitarbeitsfirma/ als Leiharbeitnehmer:in,3a) Befristetes Arbeitsverhältnis,"4a) Leitungsfunktion, mit Personalverantwortung",4b) Verantwortung für,4c) Umfang der Leitungstätigkeit durch Arbeitgeber,5a) Arbeitgeber/ Einrichtungsart,5b) Fachlicher Schwerpunkt,6a) Meine vertraglich festgelegte Wochenarbeitszeit beträgt,6b) Ich arbeite auch am...,6c) Wenn Sie Sonn- und Feiertagsdienste machen – gibt es Zuschläge bei der Vergütung?,7a) Wie erfolgt der Ausgleich von Überstunden?,7b) Leisten Sie regelmäßig Überstunden?,8a) Ich habe in den letzten 12 Monaten mindestens eine externe berufsbezogene Fortbildung wahrgenommen (inkl. Onlineangeboten),8b) Freistellung,8c) Kostenübernahme durch den Arbeitgeber,8d) regelmäßige Teilnahme an externer/ extern begleiteter Supervision (vom Arbeitgeber finanziert),9a) Gehaltsform,9b) Tarif,9c) Höhe des monatlichen Gesamtbruttogehalts* (beim Hauptarbeitgeber),10a) Risiko des Therapieausfalles,11a) Die Dauer einer Therapieeinheit orientiert sich an,"11b) Wieviel Zeit Ihrer Arbeitszeit (Angaben in %) steht Ihnen für Aufgaben wie Teambesprechungen, Dokumentation, Fahrzeit zu Hausbesuchen, Telefonate, Aufräumarbeiten, Vor-/Nachbereitung der Therapie, Praktikumsanleitung, etc. in etwa zur Verfügung?",12a) Nicht als Arbeitszeit gerechnete und nicht vergütete Arbeitsleistungen am Arbeitsplatz,12b) Der Umfang dieser nicht vergüteten Leistungen beträgt etwa (in Wochenstunden),13a) Ich arbeite zusätzlich zu meinem Hauptarbeitsverhältnis,13b) Intention der Nebentätigkeit,14a) An meiner Arbeitsstelle gibt es eine Interessensvertretung,14b) Ich bin Mitglied in einer Gewerkschaft,"15a) größere strukturelle Veränderungen, wie beispielsweise Eigentümerwechsel, Konzernbildung, usw.",15b 2)Stehen die angegebenen „wesentlichen Veränderungen“ überwiegend im Zusammenhang mit der Corona-Pandemie?,15b) Wesentliche Verschlechterungen der Arbeitsbedingungen in den letzten 2 Jahren,15c 2)Stehen die angegebene „wesentlichen Verbesserungen“ überwiegend im Zusammenhang mit der Corona-Pandemie?,15c) Wesentliche Verbesserungen der Arbeitsbedingungen in den letzten 2 Jahren,18a) Welche Serviceleistungen des DVE für Angestellte sind Ihnen bekannt?,18b) Welche Serviceleistungen des DVE für Angestellte haben Sie im letzten Jahren genutzt?,Anzahl aller wahrgenommen Fortbildungstage in den letzten 12 Monaten,Anzahl der Freistellungstage,Anzahl der Freistellungstage,Anzahl der Freistellungstage,Anzahl der Freistellungstage,Minuten bei Einzeltherapie,Minuten bei Gruppentherapie,Wie beurteilen Sie das Betriebsklima in Ihrer Einrichtung insgesamt? Bewerten Sie auf einer Skala von 1 (nahezu unerträglich) bis 10 (könnte nicht besser sein).,Wie beurteilen Sie die Zusammenarbeit mit Vorgesetzen? Bewerten Sie auf einer Skala von 1 (äußerst schlecht) bis 10 (könnte nicht besser sein).,Wie beurteilen Sie die Zusammenarbeit mit den Kolleg:innen? Bewerten Sie auf einer Skala von 1 (äußerst schlecht) bis 10 (könnte nicht besser sein).,Wie zufrieden sind Sie insgesamt mit Ihrer aktuellen Arbeitssituation? Bewerten Sie auf einer Skala von 1 (sehr unzufrieden) bis 10 (sehr zufrieden).,Wie zufrieden sind Sie mit diesen Leistungen gewesen? Bewerten Sie auf einer Skala von 1 (sehr unzufrieden) bis 10 (sehr zufrieden).,"nicht vertraglich festgelegt (flexibel nach Bedarf), ca.: 1-40 Wochenstunden",vertraglich festgelegt (1-40) Wochenstunden
577,ja,40 - 49 Jahre,11 - 20 Jahre,divers,Bayern,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,Fachliche Leitung (Praxis),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie', ' Psychiatrie/Sucht/Forensik']",40,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,nein,nein,,,nein,Festgehalt,"nein, frei verhandelt","3000,-  –  3249,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,15 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' Newsletter des Fachausschuss für Angestellte'],,,,,,,,7,9,8,8,8,1.0,
578,ja,50 - 59 Jahre,bis 2 Jahre,weiblich,Nordrhein-Westfalen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie']",21,[' trifft nicht zu'],,Ausgleich über Bezahlung,ja,ja,nein,nein,nein,Festgehalt,"nein, frei verhandelt","1750,-  –  1999,- €",Risiko trägt die/der Arbeitnehmer,"keine Vorgaben, individuell frei gestaltbar",5 %,"[' Aufräum-/Reinigungsarbeiten', ' Telefonate/Gespräche mit Angehörigen/anderen Fachpersonen etc.', ' Vor- und Nachbereiten der Therapie']",2.0,als Ergotherapeut,nein,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Broschüre Arbeitsrecht', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",2.0,,,,,,,8,8,8,8,8,,
579,ja,40 - 49 Jahre,11 - 20 Jahre,weiblich,Thüringen,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,Abteilungs-/ Teamleitung (Institution),1 - 5 Mitarbeiter,in zur Verfügung gestellte,"Beratungsstelle (z. B. Pflegestützpunkt, sozialpsychiatrischer Träger)",[' Arbeitstherapie'],35,[' trifft nicht zu'],,nicht geregelt,ja,ja,ja,teilweise,ja,Festgehalt,"nein, frei verhandelt","2250,-  –  2499,- €",Risiko trägt die/der Arbeitgeber,nach folgenden internen Vorgaben/ Regelungen (bitte Minutenanzahl eingeben),20 %,"[' Dokumentation/Berichte schreiben', ' Fahrtzeit zum Hausbesuch', ' Teambesprechungen', ' Telefonate/Gespräche mit Angehörigen/anderen Fachpersonen etc.', ' Vor- und Nachbereiten der Therapie', ' interne Fortbildungen']",0.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,nein,[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)'],nein,[' anderes Patientenklientel'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],1.0,5.0,5.0,5.0,5.0,45.0,0.0,8,8,8,8,8,1.0,
580,ja,50 - 59 Jahre,über 20 Jahre,weiblich,Hessen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),aus gesundheitlichen Gründen,nein,nein,Fachliche Leitung (Praxis),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Sozialpädiatr. Zentrum/ Frühförderstelle,[' Pädiatrie'],30,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,nein,,,nein,Festgehalt,TVöD,"3000,-  –  3249,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,10 %,[' Trifft für mich nicht zu'],,fachfremd,ja,Betriebsrat,"ja, ver.di",ja,nein,"[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)', ' Personalabbau', ' anderes Patientenklientel', ' weniger Unterstützung für Fortbildung (finanziell, dienstfrei)']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']","[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",,,,,,,,3,4,3,2,8,,
581,nein,40 - 49 Jahre,über 20 Jahre,weiblich,Hessen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),[' Pädiatrie'],7,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,ja,nein,teilweise,nein,Festgehalt,"nein, frei verhandelt","520,-€",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,10 %,"[' Aufräum-/Reinigungsarbeiten', ' Dokumentation/Berichte schreiben', ' Praktikumsanleitung', ' Telefonate/Gespräche mit Angehörigen/anderen Fachpersonen etc.', ' Vor- und Nachbereiten der Therapie']",2.0,fachfremd,ja,nein,nein,nein,nein,[' anderes Patientenklientel'],ja,[' trifft für mich nicht zu / keine Veränderungen'],[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],2.0,,,,,,,8,8,7,5,1,,
582,ja,40 - 49 Jahre,über 20 Jahre,weiblich,Baden-Württemberg,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,Fachliche Leitung (Praxis),6 - 10 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie']",30,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,ja,ja,nein,Festgehalt,Haustarifvertrag,"2750,-  –  2999,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,20 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,ja,"[' Personalabbau', ' anderes Patientenklientel', ' berufsfremde Tätigkeiten (z.B. Pflegetätigkeiten)']",ja,[' anderes Patientenklientel'],"[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']","[' Broschüre Stellenbeschreibung', ' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 18:00-20:00 Uhr)']",7.0,2.0,2.0,2.0,2.0,,,8,8,9,9,9,,4.0
583,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Hamburg,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,trifft für mich nicht zu,,,(Akut-)Krankenhaus,[' Neurologie'],39,[' samstags'],JA,Ausgleich über Freizeit,nein,ja,ja,teilweise,nein,Festgehalt,Haustarifvertrag,"3000,-  –  3249,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,10 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],[' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte'],[' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte'],3.0,3.0,3.0,3.0,3.0,,,7,9,9,9,7,,
584,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Niedersachsen,Bachelor / Diplom,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie', ' Prävention und Gesundheitsförderung', ' Sonstiger']",14,[' trifft nicht zu'],,nicht geregelt,nein,nein,,,nein,Festgehalt,"nein, frei verhandelt","1000,-  –  1249,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,10 %,"[' Aufräum-/Reinigungsarbeiten', ' Vor- und Nachbereiten der Therapie']",2.0,fachfremd,ja,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],,,,,,,,9,9,8,8,1,,
585,nein,30 - 39 Jahre,bis 2 Jahre,weiblich,Nordrhein-Westfalen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,(Akut-)Krankenhaus,[' Psychiatrie/Sucht/Forensik'],33,[' trifft nicht zu'],,Ausgleich über Freizeit,nein,nein,,,nein,Festgehalt,AVR/KODA/ZKO (kirchlicher Träger),"2750,-  –  2999,- €",Risiko trägt die/der Arbeitgeber,nach folgenden internen Vorgaben/ Regelungen (bitte Minutenanzahl eingeben),25 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Mitarbeitervertretung,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],,,,,,60.0,75.0,8,9,8,8,7,,
586,nein,30 - 39 Jahre,11 - 20 Jahre,weiblich,Niedersachsen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,Fachliche Leitung (Praxis),1 - 5 Mitarbeiter,in zur Verfügung gestellte,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie', ' Psychiatrie/Sucht/Forensik', ' Sonstiger']",20,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","1000,-  –  1249,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,15 %,"[' Dokumentation/Berichte schreiben', ' Praktikumsanleitung', ' Telefonate/Gespräche mit Angehörigen/anderen Fachpersonen etc.']",1.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,ja,nein,[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Newsletter des Fachausschuss für Angestellte']",[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],2.0,1.0,1.0,1.0,1.0,,,4,5,5,5,5,1.0,
587,nein,40 - 49 Jahre,über 20 Jahre,weiblich,Nordrhein-Westfalen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie']",25,[' trifft nicht zu'],,Ausgleich über Bezahlung,nein,nein,,,ja,Kombigehalt (Sockelbetrag und variable Leistung),"nein, frei verhandelt","1750,-  –  1999,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,10 %,"[' Fahrtzeit zum Hausbesuch', ' Teambesprechungen', ' Vor- und Nachbereiten der Therapie', ' interne Fortbildungen']",5.0,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],ja,,"[' Broschüre Stellenbeschreibung', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",,,,,,,,10,10,10,8,6,,
588,nein,30 - 39 Jahre,7 - 10 Jahre,weiblich,Baden-Württemberg,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,(Akut-)Krankenhaus,[' Neurologie'],27,"[' feiertags', ' samstags', ' sonntags']",JA,Ausgleich über Freizeit,nein,ja,ja,ja,ja,Festgehalt,Haustarifvertrag,"2250,-  –  2499,- €",trifft für mich nicht zu,"keine Vorgaben, individuell frei gestaltbar",35 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)'],nein,"[' die Bedingungen in meinem Arbeitsvertrag haben sich verbessert (Arbeitszeitverkürzung, mehr Urlaubstage, …)']","[' Newsletter des Fachausschuss für Angestellte', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],3.0,3.0,3.0,3.0,3.0,,,7,6,8,6,8,,
589,nein,30 - 39 Jahre,3 - 6 Jahre,weiblich,Baden-Württemberg,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Reha-Klinik,[' Arbeitstherapie'],28,"[' feiertags', ' samstags', ' sonntags']",Nein,Ausgleich über Freizeit,ja,nein,,,ja,Festgehalt,"nein, frei verhandelt","2500,-  –  2749,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,30 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,nein,nein,"[' Personalabbau', ' weniger Unterstützung für Fortbildung (finanziell, dienstfrei)']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Broschüre Arbeitsrecht', ' Broschüre Stellenbeschreibung', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' Broschüre Arbeitsrecht'],,,,,,,,8,9,9,9,10,,
590,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Hessen,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie']",30,[' trifft nicht zu'],,Ausgleich über Bezahlung,ja,nein,,,ja,Festgehalt,"nein, frei verhandelt","2750,-  –  2999,- €",Risiko trägt die/der Arbeitnehmer,der Heilmittel-Richtlinie,30 %,[' Trifft für mich nicht zu'],,fachfremd,nein,nein,nein,ja,nein,[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)'],nein,,"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage'],,,,,,,,7,4,8,7,6,,
591,nein,20 - 29 Jahre,bis 2 Jahre,weiblich,Nordrhein-Westfalen,Bachelor / Diplom,Teilzeit (weniger als 35/ Woche),aus gesundheitlichen Gründen,nein,nein,trifft für mich nicht zu,,,(Akut-)Krankenhaus,[' Neurologie'],30,[' trifft nicht zu'],,Ausgleich über Freizeit,nein,nein,,,nein,Festgehalt,TV-L,"2250,-  –  2499,- €",Risiko trägt die/der Arbeitgeber,"keine Vorgaben, individuell frei gestaltbar",40 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,Betriebsrat,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Individuelle Beratung per Mail/Telefon durch den Fachausschuss für Angestellte', ' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' Newsletter des Fachausschuss für Angestellte', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],,,,,,,,7,6,8,9,5,,
592,nein,40 - 49 Jahre,11 - 20 Jahre,weiblich,Thüringen,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie', ' Psychiatrie/Sucht/Forensik']",35,[' trifft nicht zu'],,Ausgleich über Freizeit,ja,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","2000,-  –  2249,- €",trifft für mich nicht zu,der Heilmittel-Richtlinie,15 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,ja,"[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)', ' Personalabbau']",nein,"[' die Bedingungen in meinem Arbeitsvertrag haben sich verbessert (Arbeitszeitverkürzung, mehr Urlaubstage, …)']","[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']","[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 18:00-20:00 Uhr)']",1.0,2.0,2.0,2.0,2.0,,,10,10,10,8,9,,
593,ja,30 - 39 Jahre,11 - 20 Jahre,weiblich,Niedersachsen,Berufsfachschule,Vollzeit (ab 35h/ Woche),,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Geriatrie', ' Neurologie', ' Onkologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie', ' Psychiatrie/Sucht/Forensik']",35,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,nein,ja,nein,Festgehalt,"nein, frei verhandelt","2500,-  –  2749,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,Ich bekommen keine Zeit zur Verfügung gestellt,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,"[' Arbeitsverdichtung (mehr Pat. in der gleichen Arbeitszeit)', ' Ausweitung der Arbeitszeit (ab 18 Uhr, Samstag/Sonntag)', ' anderes Patientenklientel']",nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']","[' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage']",2.0,,,,,,,7,5,9,4,8,,
594,nein,30 - 39 Jahre,11 - 20 Jahre,weiblich,Berlin,Berufsfachschule,Teilzeit (weniger als 35/ Woche),dies ist aus familiären/persönlichen Gründen (z.B. Studium) von mir gewünscht,nein,nein,trifft für mich nicht zu,,,Praxis/ Therapiezentrum (Kassenzulassung),"[' Neurologie', ' Orthopädie/Traumatologie/Rheumatologie', ' Pädiatrie']",30,[' trifft nicht zu'],,wahlweise Freizeit/Bezahlung,ja,ja,ja,ja,nein,Festgehalt,"nein, frei verhandelt","2500,-  –  2749,- €",Risiko trägt die/der Arbeitgeber,der Heilmittel-Richtlinie,5 %,[' Trifft für mich nicht zu'],,"trifft für mich nicht zu, keine Nebentätigkeit",,nein,nein,nein,nein,[' trifft für mich nicht zu / keine Veränderungen'],nein,[' trifft für mich nicht zu / keine Veränderungen'],"[' Individuelle Beratung per Mail/Telefon durch die Geschäftsstelle', ' Merkblätter z.B. zu arbeitsrechtlichen Themen auf der Homepage', ' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage', ' telefonische Sprechstunde zur Arbeitsrechtsberatung durch Rechtsanwälte (dienstags 16:30-18:30 Uhr)']",[' regelmäßige Beiträge zu arbeitsrechtlichen Themen in der Fachzeitschrift und auf der Homepage'],5.0,5.0,5.0,5.0,5.0,,,8,9,5,9,3,,
